GohirD03G060700	Myb_box5_MYB	1.6933	-296	-291
GohirD03G060700	Myb_box5_MYB	1.6933	-597	-592

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G062900	Myb_box1_MYB	2.4580	-934	-929
GohirD03G062900	W_box_WRKY	1.7994	-525	-520
GohirD03G062900	Myb_box3_MYB	2.4363	-38	-33
GohirD03G062900	HSE1_HSF	1.9255	-260	-253
GohirD03G062900	Myb_box5_MYB	2.3268	-934	-929
GohirD03G062900	Myb_box5_MYB	2.3268	-72	-67
GohirD03G062900	Myb_box5_MYB	2.3268	-581	-576

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G063500	Myb_box3_MYB	2.6700	-9	-4
GohirD03G063500	Myb_box1_MYB	1.9582	-9	-4
GohirD03G063500	Myb_box5_MYB	1.7758	-583	-578
GohirD03G063500	Myb_box5_MYB	1.7758	-340	-335
GohirD03G063500	Myb_box5_MYB	1.7758	-589	-584
GohirD03G063500	Myb_box5_MYB	1.7758	-669	-664
GohirD03G063500	Myb_box5_MYB	1.7758	-581	-576
GohirD03G063500	Myb_box5_MYB	1.7758	-167	-162
GohirD03G063500	Myb_box5_MYB	1.7758	-9	-4
GohirD03G063500	Myb_box5_MYB	1.7758	-591	-586
GohirD03G063500	HSE1_HSF	0.7127	-559	-552

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G080351	Myb_box5_MYB	2.5072	-826	-821
GohirD03G080351	W_box_WRKY	1.9266	-775	-770
GohirD03G080351	HBE_HB	2.6693	-582	-574
GohirD03G080351	Myb_box1_MYB	2.6085	-826	-821

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G083000	Myb_box3_MYB	2.7456	-326	-321
GohirD03G083000	Myb_box5_MYB	2.7593	-453	-448
GohirD03G083000	Myb_box1_MYB	2.0469	-326	-321
GohirD03G083000	HSE1_HSF	0.7779	-442	-435
GohirD03G083000	G_box2_bZIP	2.7567	-543	-538

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G083600	Myb_box5_MYB	1.3607	-940	-935
GohirD03G083600	Myb_box5_MYB	1.3607	-941	-936
GohirD03G083600	Myb_box5_MYB	1.3607	-77	-72
GohirD03G083600	HSE1_HSF	1.6281	-572	-565
GohirD03G083600	HSE1_HSF	1.6281	-615	-608
GohirD03G083600	G_box2_bZIP	2.1061	-97	-92

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G084700	Myb_box2_MYB	3.6812	-47	-42
GohirD03G084700	Myb_box1_MYB	2.9102	-629	-624
GohirD03G084700	W_box_WRKY	2.9430	-720	-715
GohirD03G084700	HSE1_HSF	2.4812	-22	-15
GohirD03G084700	Myb_box5_MYB	2.7751	-629	-624

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G100200	HSE1_HSF	1.6363	-761	-754
GohirD03G100200	Myb_box5_MYB	2.8390	-300	-295
GohirD03G100200	Myb_box1_MYB	2.1175	-360	-355
GohirD03G100200	W_box_WRKY	2.1116	-591	-586
GohirD03G100200	Myb_box3_MYB	2.8442	-360	-355

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G101900	HSE1_HSF	0.3945	-792	-785
GohirD03G101900	W_box_WRKY	2.4852	-765	-760
GohirD03G101900	W_box_WRKY	2.4852	-856	-851
GohirD03G101900	Myb_box5_MYB	2.2616	-618	-613

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G102900	Myb_box5_MYB	1.7646	-704	-699
GohirD03G102900	Myb_box5_MYB	1.7646	-202	-197
GohirD03G102900	Myb_box5_MYB	1.7646	-285	-280
GohirD03G102900	Nac_box_NAC	3.2518	-85	-80
GohirD03G102900	Myb_box3_MYB	2.6133	-285	-280
GohirD03G102900	HSE1_HSF	1.3959	-802	-795
GohirD03G102900	Myb_box1_MYB	1.9030	-285	-280
GohirD03G102900	W_box_WRKY	1.9355	-884	-879
GohirD03G102900	Myb_box2_MYB	3.5477	-632	-627

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G107102	HSE1_HSF	1.5934	-575	-568
GohirD03G107102	Myb_box3_MYB	2.1572	-20	-15
GohirD03G107102	Nac_box_NAC	2.7790	-39	-34
GohirD03G107102	Myb_box5_MYB	2.0562	-853	-848
GohirD03G107102	Myb_box5_MYB	2.0562	-250	-245
GohirD03G107102	Myb_box5_MYB	2.0562	-851	-846
GohirD03G107102	Myb_box5_MYB	2.0562	-782	-777
GohirD03G107102	Myb_box5_MYB	2.0562	-896	-891
GohirD03G107102	Myb_box1_MYB	2.1369	-851	-846
GohirD03G107102	Myb_box1_MYB	2.1369	-250	-245

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G112000	Myb_box5_MYB	3.9187	-167	-162
GohirD03G112000	Myb_box3_MYB	3.0602	-688	-683
GohirD03G112000	W_box_WRKY	3.1635	-41	-36
GohirD03G112000	Myb_box1_MYB	2.3447	-688	-683

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G112825	HSE1_HSF	1.0206	-314	-307
GohirD03G112825	DREB_AP2_EREBP	2.8894	-392	-387
GohirD03G112825	AuxRE_ARF	2.8897	-97	-92
GohirD03G112825	AuxRE_ARF	2.8897	-56	-51
GohirD03G112825	AuxRE_ARF	2.8897	-53	-48
GohirD03G112825	Myb_box3_MYB	2.2828	-8	-3
GohirD03G112825	Myb_box1_MYB	1.5630	-8	-3
GohirD03G112825	Myb_box2_MYB	2.8088	-229	-224
GohirD03G112825	Myb_box2_MYB	2.8088	-233	-228
GohirD03G112825	Myb_box2_MYB	2.8088	-225	-220
GohirD03G112825	Myb_box2_MYB	2.8088	-237	-232
GohirD03G112825	Myb_box2_MYB	2.8088	-221	-216
GohirD03G112825	Myb_box5_MYB	2.9649	-247	-242

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G118800	HSE1_HSF	1.5391	-307	-300
GohirD03G118800	Myb_box3_MYB	2.0882	-610	-605
GohirD03G118800	Myb_box5_MYB	1.9808	-148	-143
GohirD03G118800	Myb_box5_MYB	1.9808	-253	-248
GohirD03G118800	N_box_bHLH	2.6577	-347	-342
GohirD03G118800	Myb_box1_MYB	1.3516	-610	-605

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G120300	Myb_box5_MYB	2.5590	-258	-253
GohirD03G120300	W_box_WRKY	1.9491	-350	-345
GohirD03G120300	G_ABRE_bZIP	3.6330	-325	-318
GohirD03G120300	Myb_box1_MYB	2.6284	-258	-253
GohirD03G120300	HSE1_HSF	0.6759	-884	-877

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G126000	Myb_box5_MYB	2.4747	-95	-90
GohirD03G126000	Myb_box3_MYB	2.5314	-963	-958
GohirD03G126000	Myb_box3_MYB	2.5314	-302	-297
GohirD03G126000	HSE1_HSF	1.3339	-213	-206
GohirD03G126000	HSE1_HSF	1.3339	-324	-317
GohirD03G126000	Myb_box1_MYB	2.5815	-95	-90

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G136700	Myb_box1_MYB	1.9727	-416	-411
GohirD03G136700	Myb_box5_MYB	1.8636	-933	-928
GohirD03G136700	Myb_box5_MYB	1.8636	-416	-411
GohirD03G136700	Myb_box5_MYB	1.8636	-418	-413
GohirD03G136700	W_box_WRKY	1.3487	-829	-824
GohirD03G136700	W_box_WRKY	1.3487	-310	-305
GohirD03G136700	Myb_box4_MYB	2.5230	-473	-467
GohirD03G136700	Myb_box4_MYB	2.5230	-847	-841
GohirD03G136700	Myb_box3_MYB	1.9729	-321	-316
GohirD03G136700	HSE1_HSF	0.1603	-977	-970

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G137900	Myb_box1_MYB	2.6103	-431	-426
GohirD03G137900	W_box_WRKY	1.8585	-557	-552
GohirD03G137900	W_box_WRKY	1.8585	-145	-140
GohirD03G137900	Myb_box2_MYB	3.2839	-264	-259
GohirD03G137900	Myb_box5_MYB	2.4934	-431	-426
GohirD03G137900	G_box2_bZIP	2.6091	-223	-218

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G140100	W_box_WRKY	2.0330	-211	-206
GohirD03G140100	G_box_bHLH	3.0241	-947	-942
GohirD03G140100	Myb_box5_MYB	1.9227	-45	-40
GohirD03G140100	G_box2_bZIP	1.9793	-543	-538
GohirD03G140100	G_box2_bZIP	1.9793	-585	-580

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G149000	HSE1_HSF	0.6551	-152	-145
GohirD03G149000	Myb_box1_MYB	1.2700	-10	-5
GohirD03G149000	Myb_box3_MYB	2.0103	-10	-5
GohirD03G149000	Myb_box5_MYB	2.6957	-197	-192
GohirD03G149000	Myb_box5_MYB	2.6957	-199	-194
GohirD03G149000	Myb_box2_MYB	2.5735	-198	-193
GohirD03G149000	W_box_WRKY	1.3009	-911	-906
GohirD03G149000	G_box2_bZIP	2.0315	-228	-223

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G149600	W_box_WRKY	2.0347	-8	-3
GohirD03G149600	W_box_WRKY	2.0347	-609	-604
GohirD03G149600	Myb_box4_MYB	3.7310	-795	-789
GohirD03G149600	Myb_box3_MYB	2.7282	-246	-241
GohirD03G149600	Myb_box1_MYB	2.7995	-913	-908
GohirD03G149600	Myb_box1_MYB	2.7995	-472	-467
GohirD03G149600	Nac_box_NAC	3.3799	-485	-480
GohirD03G149600	HSE1_HSF	0.6761	-95	-88
GohirD03G149600	Myb_box5_MYB	2.7524	-913	-908
GohirD03G149600	Myb_box5_MYB	2.7524	-472	-467
GohirD03G149600	Myb_box5_MYB	2.7524	-518	-513
GohirD03G149600	AuxRE_ARF	3.4791	-381	-376

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G154050	Myb_box5_MYB	3.0906	-132	-127
GohirD03G154050	Myb_box4_MYB	2.9717	-157	-151
GohirD03G154050	Myb_box1_MYB	3.1798	-132	-127
GohirD03G154050	G_box2_bZIP	2.4258	-6	-1
GohirD03G154050	G_box2_bZIP	2.4258	-287	-282
GohirD03G154050	W_box_WRKY	1.6742	-428	-423
GohirD03G154050	W_box_WRKY	1.6742	-43	-38

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G159250	Myb_box3_MYB	1.9793	-114	-109
GohirD03G159250	HSE1_HSF	0.6541	-545	-538
GohirD03G159250	HSE1_HSF	0.6541	-842	-835
GohirD03G159250	Myb_box1_MYB	2.6982	-824	-819
GohirD03G159250	Myb_box5_MYB	2.6680	-824	-819
GohirD03G159250	AuxRE_ARF	2.6292	-749	-744
GohirD03G159250	W_box_WRKY	1.3551	-558	-553
GohirD03G159250	N_box_bHLH	2.5704	-643	-638

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G161600	Myb_box2_MYB	3.5621	-134	-129
GohirD03G161600	Myb_box2_MYB	3.5621	-139	-134
GohirD03G161600	Myb_box2_MYB	3.5621	-539	-534
GohirD03G161600	Myb_box5_MYB	2.7251	-195	-190
GohirD03G161600	Myb_box5_MYB	2.7251	-197	-192
GohirD03G161600	HSE1_HSF	1.5302	-736	-729

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G164000	W_box_WRKY	1.7547	-386	-381
GohirD03G164000	Myb_box3_MYB	2.3912	-39	-34
GohirD03G164000	G_box2_bZIP	3.2640	-306	-301
GohirD03G164000	Nac_box_NAC	3.0253	-892	-887
GohirD03G164000	Myb_box5_MYB	2.4011	-222	-217
GohirD03G164000	HSE1_HSF	0.1997	-791	-784
GohirD03G164000	Myb_box1_MYB	2.4269	-222	-217

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G164266	Myb_box5_MYB	2.3757	-476	-471
GohirD03G164266	Myb_box5_MYB	2.3757	-944	-939
GohirD03G164266	Myb_box1_MYB	2.4832	-476	-471
GohirD03G164266	W_box_WRKY	2.5281	-135	-130

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G166800	HBE_HB	2.3564	-958	-950
GohirD03G166800	Myb_box3_MYB	2.8956	-336	-331
GohirD03G166800	Myb_box1_MYB	2.1515	-336	-331
GohirD03G166800	Myb_box5_MYB	1.9827	-336	-331
GohirD03G166800	Myb_box5_MYB	1.9827	-987	-982
GohirD03G166800	Myb_box5_MYB	1.9827	-214	-209
GohirD03G166800	Myb_box5_MYB	1.9827	-212	-207
GohirD03G166800	Myb_box2_MYB	3.8394	-18	-13
GohirD03G166800	W_box_WRKY	3.0069	-784	-779

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G175200	G_box_bHLH	3.7814	-9	-4
GohirD03G175200	G_box_bHLH	3.7814	-97	-92
GohirD03G175200	Myb_box5_MYB	2.4316	-91	-86
GohirD03G175200	Myb_box3_MYB	2.5339	-534	-529
GohirD03G175200	Myb_box1_MYB	1.8451	-534	-529
GohirD03G175200	W_box_WRKY	2.5668	-632	-627

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G000100	G_box_bHLH	3.1774	-850	-845
GohirD04G000100	G_box_bHLH	3.1774	-368	-363
GohirD04G000100	N_box_bHLH	2.6017	-631	-626
GohirD04G000100	G_box1_bZIP	3.8718	-369	-362
GohirD04G000100	Myb_box4_MYB	2.5848	-994	-988
GohirD04G000100	Myb_box5_MYB	2.7244	-719	-714
GohirD04G000100	Myb_box1_MYB	2.0540	-806	-801
GohirD04G000100	DREB_AP2_EREBP	2.5991	-320	-315
GohirD04G000100	DREB_AP2_EREBP	2.5991	-721	-716
GohirD04G000100	W_box_WRKY	2.0993	-23	-18
GohirD04G000100	Nac_box_NAC	2.6382	-286	-281
GohirD04G000100	HSE1_HSF	0.7529	-546	-539

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G006400	W_box_WRKY	2.3388	-533	-528
GohirD04G006400	G_box2_bZIP	2.2917	-260	-255
GohirD04G006400	G_box2_bZIP	2.2917	-269	-264
GohirD04G006400	G_box2_bZIP	2.2917	-615	-610
GohirD04G006400	HSE1_HSF	0.9057	-393	-386
GohirD04G006400	Myb_box5_MYB	1.3988	-955	-950
GohirD04G006400	Myb_box5_MYB	1.3988	-248	-243

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G008100	Myb_box5_MYB	2.9161	-605	-600
GohirD04G008100	HSE1_HSF	0.1136	-284	-277
GohirD04G008100	DREB_AP2_EREBP	3.4575	-405	-400
GohirD04G008100	Myb_box3_MYB	2.1565	-821	-816
GohirD04G008100	Myb_box1_MYB	2.9226	-605	-600

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G015666	HSE1_HSF	1.1107	-505	-498
GohirD04G015666	W_box_WRKY	2.4255	-323	-318
GohirD04G015666	W_box_WRKY	2.4255	-569	-564
GohirD04G015666	W_box_WRKY	2.4255	-573	-568
GohirD04G015666	Myb_box5_MYB	1.5243	-596	-591
GohirD04G015666	Myb_box5_MYB	1.5243	-615	-610
GohirD04G015666	GCC_box_AP2_EREBP	4.6106	-934	-929

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G015900	Myb_box1_MYB	2.5278	-688	-683
GohirD04G015900	Nac_box_NAC	3.2283	-386	-381
GohirD04G015900	Myb_box3_MYB	2.4992	-780	-775
GohirD04G015900	Myb_box3_MYB	2.4992	-505	-500
GohirD04G015900	Myb_box5_MYB	2.3687	-603	-598
GohirD04G015900	Myb_box5_MYB	2.3687	-270	-265
GohirD04G015900	Myb_box5_MYB	2.3687	-688	-683
GohirD04G015900	Myb_box2_MYB	3.1814	-271	-266
GohirD04G015900	DREB_AP2_EREBP	3.0892	-284	-279

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G024300	HSE1_HSF	0.6373	-509	-502
GohirD04G024300	Myb_box5_MYB	2.7737	-149	-144
GohirD04G024300	Myb_box1_MYB	2.7871	-149	-144
GohirD04G024300	Myb_box3_MYB	2.7119	-65	-60
GohirD04G024300	W_box_WRKY	2.0348	-455	-450

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G027100	Myb_box5_MYB	2.3429	-741	-736
GohirD04G027100	Myb_box5_MYB	2.3429	-796	-791
GohirD04G027100	Myb_box5_MYB	2.3429	-370	-365
GohirD04G027100	Myb_box5_MYB	2.3429	-765	-760
GohirD04G027100	W_box_WRKY	1.8821	-153	-148
GohirD04G027100	Myb_box1_MYB	2.5381	-796	-791

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G033700	AuxRE_ARF	2.9619	-251	-246
GohirD04G033700	HSE1_HSF	0.2820	-911	-904
GohirD04G033700	Myb_box5_MYB	2.2092	-200	-195
GohirD04G033700	Myb_box5_MYB	2.2092	-198	-193
GohirD04G033700	Myb_box5_MYB	2.2092	-684	-679
GohirD04G033700	Myb_box2_MYB	2.9801	-685	-680
GohirD04G033700	W_box_WRKY	1.6383	-337	-332
GohirD04G033700	W_box_WRKY	1.6383	-452	-447

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G038700	W_box_WRKY	1.7318	-416	-411
GohirD04G038700	DREB_AP2_EREBP	3.0332	-158	-153
GohirD04G038700	Myb_box2_MYB	3.0488	-261	-256
GohirD04G038700	Myb_box5_MYB	3.1269	-932	-927
GohirD04G038700	Myb_box1_MYB	3.2200	-932	-927
GohirD04G038700	Myb_box3_MYB	2.4145	-433	-428

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G041500	Myb_box1_MYB	2.4580	-837	-832
GohirD04G041500	Myb_box3_MYB	2.4544	-218	-213
GohirD04G041500	Nac_box_NAC	3.1087	-953	-948
GohirD04G041500	Myb_box5_MYB	2.3385	-837	-832
GohirD04G041500	Myb_box5_MYB	2.3385	-167	-162
GohirD04G041500	HSE1_HSF	1.2208	-308	-301
GohirD04G041500	HSE1_HSF	1.2208	-531	-524

No TFBS found
Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G051300	Myb_box2_MYB	3.1525	-732	-727
GohirD04G051300	Myb_box2_MYB	3.1525	-691	-686
GohirD04G051300	Myb_box2_MYB	3.1525	-54	-49
GohirD04G051300	W_box_WRKY	2.5314	-10	-5
GohirD04G051300	Myb_box5_MYB	2.3764	-57	-52
GohirD04G051300	Myb_box5_MYB	2.3764	-55	-50
GohirD04G051300	Myb_box5_MYB	2.3764	-731	-726
GohirD04G051300	HSE1_HSF	1.2707	-177	-170

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G055300	Myb_box1_MYB	1.9818	-437	-432
GohirD04G055300	W_box_WRKY	1.3575	-428	-423
GohirD04G055300	W_box_WRKY	1.3575	-826	-821
GohirD04G055300	W_box_WRKY	1.3575	-93	-88
GohirD04G055300	W_box_WRKY	1.3575	-62	-57
GohirD04G055300	W_box_WRKY	1.3575	-783	-778
GohirD04G055300	Myb_box5_MYB	1.8333	-437	-432
GohirD04G055300	DREB_AP2_EREBP	3.0287	-768	-763
GohirD04G055300	GCC_box_AP2_EREBP	3.7906	-766	-761

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G056100	G_box2_bZIP	2.4655	-310	-305
GohirD04G056100	N_box_bHLH	2.3298	-937	-932
GohirD04G056100	Myb_box5_MYB	1.6954	-324	-319
GohirD04G056100	Myb_box5_MYB	1.6954	-904	-899
GohirD04G056100	Myb_box5_MYB	1.6954	-472	-467
GohirD04G056100	Myb_box5_MYB	1.6954	-341	-336
GohirD04G056100	Myb_box1_MYB	1.8375	-472	-467
GohirD04G056100	HSE1_HSF	1.2543	-272	-265

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G065000	W_box_WRKY	1.7029	-472	-467
GohirD04G065000	Myb_box5_MYB	1.4718	-160	-155
GohirD04G065000	Nac_box_NAC	3.0839	-24	-19
GohirD04G065000	Myb_box2_MYB	3.1235	-749	-744
GohirD04G065000	Myb_box2_MYB	3.1235	-89	-84

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G065050	Nac_box_NAC	2.7518	-721	-716
GohirD04G065050	Myb_box2_MYB	2.7429	-808	-803
GohirD04G065050	Myb_box5_MYB	1.2832	-786	-781
GohirD04G065050	C_ABRE_bZIP	3.7332	-682	-677
GohirD04G065050	Myb_box1_MYB	1.4267	-786	-781
GohirD04G065050	Myb_box3_MYB	2.1110	-786	-781
GohirD04G065050	Myb_box4_MYB	2.6450	-813	-807
GohirD04G065050	HSE1_HSF	0.8886	-439	-432

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G065300	G_ABRE_bZIP	3.7548	-168	-161
GohirD04G065300	W_box_WRKY	1.6435	-976	-971
GohirD04G065300	W_box_WRKY	1.6435	-540	-535
GohirD04G065300	Myb_box5_MYB	2.1445	-326	-321
GohirD04G065300	Myb_box4_MYB	2.8584	-565	-559
GohirD04G065300	G_box_bHLH	3.4345	-168	-163
GohirD04G065300	HSE1_HSF	0.3124	-363	-356
GohirD04G065300	DREB_AP2_EREBP	2.8335	-561	-556

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G070200	Myb_box5_MYB	1.4623	-740	-735
GohirD04G070200	Myb_box5_MYB	1.4623	-953	-948
GohirD04G070200	Myb_box5_MYB	1.4623	-1000	-995
GohirD04G070200	Myb_box5_MYB	1.4623	-669	-664
GohirD04G070200	Myb_box5_MYB	1.4623	-837	-832
GohirD04G070200	Myb_box5_MYB	1.4623	-904	-899
GohirD04G070200	HSE1_HSF	1.0442	-776	-769
GohirD04G070200	Myb_box1_MYB	1.5581	-669	-664
GohirD04G070200	Myb_box1_MYB	1.5581	-904	-899
GohirD04G070200	Myb_box3_MYB	2.2489	-904	-899
GohirD04G070200	Myb_box3_MYB	2.2489	-669	-664
GohirD04G070200	W_box_WRKY	2.2896	-628	-623

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G075000	Myb_box1_MYB	1.7877	-23	-18
GohirD04G075000	Myb_box3_MYB	2.5505	-23	-18
GohirD04G075000	Myb_box5_MYB	1.6080	-23	-18
GohirD04G075000	Myb_box5_MYB	1.6080	-760	-755

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G079100	W_box_WRKY	2.3372	-717	-712
GohirD04G079100	W_box_WRKY	2.3372	-187	-182
GohirD04G079100	Myb_box5_MYB	2.1742	-136	-131
GohirD04G079100	Myb_box5_MYB	2.1742	-250	-245
GohirD04G079100	Myb_box1_MYB	2.2579	-136	-131
GohirD04G079100	HSE1_HSF	0.8432	-567	-560

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G080460	DREB_AP2_EREBP	3.4516	-206	-201
GohirD04G080460	N_box_bHLH	2.7673	-179	-174
GohirD04G080460	G_box_bHLH	3.3681	-182	-177
GohirD04G080460	Nac_box_NAC	2.7690	-727	-722
GohirD04G080460	Myb_box1_MYB	2.1102	-820	-815
GohirD04G080460	HSE1_HSF	-0.0600	-885	-878
GohirD04G080460	Myb_box5_MYB	1.9974	-533	-528
GohirD04G080460	Myb_box5_MYB	1.9974	-570	-565
GohirD04G080460	Myb_box5_MYB	1.9974	-820	-815

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G081600	Myb_box5_MYB	2.6063	-234	-229
GohirD04G081600	HSE1_HSF	1.4884	-146	-139
GohirD04G081600	W_box_WRKY	2.7391	-79	-74

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G086801	Myb_box3_MYB	1.8245	-238	-233
GohirD04G086801	Myb_box2_MYB	2.3417	-223	-218
GohirD04G086801	Myb_box2_MYB	2.3417	-25	-20
GohirD04G086801	Myb_box2_MYB	2.3417	-396	-391
GohirD04G086801	HSE1_HSF	0.4832	-998	-991
GohirD04G086801	W_box_WRKY	1.8974	-694	-689
GohirD04G086801	N_box_bHLH	2.3126	-538	-533
GohirD04G086801	G_box_bHLH	3.0008	-282	-277
GohirD04G086801	Myb_box5_MYB	1.6674	-758	-753
GohirD04G086801	Myb_box5_MYB	1.6674	-820	-815
GohirD04G086801	Myb_box5_MYB	1.6674	-182	-177
GohirD04G086801	Myb_box5_MYB	1.6674	-50	-45
GohirD04G086801	AuxRE_ARF	2.4256	-152	-147
GohirD04G086801	AuxRE_ARF	2.4256	-837	-832
GohirD04G086801	G_box2_bZIP	1.8261	-918	-913
GohirD04G086801	G_box2_bZIP	1.8261	-124	-119
GohirD04G086801	HBE_HB	1.1531	-925	-917
GohirD04G086801	Myb_box1_MYB	1.8132	-182	-177
GohirD04G086801	Myb_box1_MYB	1.8132	-758	-753
GohirD04G086801	Myb_box1_MYB	1.8132	-50	-45

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G092316	Myb_box5_MYB	1.6096	-470	-465
GohirD04G092316	Myb_box5_MYB	1.6096	-595	-590
GohirD04G092316	Myb_box5_MYB	1.6096	-451	-446
GohirD04G092316	Myb_box5_MYB	1.6096	-521	-516
GohirD04G092316	Myb_box5_MYB	1.6096	-544	-539
GohirD04G092316	HSE1_HSF	1.2683	-327	-320
GohirD04G092316	AuxRE_ARF	3.2831	-645	-640
GohirD04G092316	Myb_box1_MYB	1.7730	-544	-539
GohirD04G092316	Myb_box1_MYB	1.7730	-521	-516
GohirD04G092316	Myb_box3_MYB	2.5260	-521	-516
GohirD04G092316	Myb_box3_MYB	2.5260	-544	-539
GohirD04G092316	G_box_bHLH	3.9210	-209	-204
GohirD04G092316	W_box_WRKY	2.6695	-552	-547

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G093700	Myb_box1_MYB	2.0454	-534	-529
GohirD04G093700	Myb_box5_MYB	1.9743	-534	-529
GohirD04G093700	HSE1_HSF	0.7636	-779	-772
GohirD04G093700	HSE1_HSF	0.7636	-774	-767

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G096516	W_box_WRKY	2.8316	-346	-341
GohirD04G096516	HSE1_HSF	0.6621	-391	-384
GohirD04G096516	Myb_box2_MYB	3.7416	-614	-609
GohirD04G096516	Myb_box5_MYB	0.9605	-423	-418
GohirD04G096516	Myb_box5_MYB	0.9605	-149	-144
GohirD04G096516	Myb_box5_MYB	0.9605	-259	-254
GohirD04G096516	G_box2_bZIP	2.7605	-186	-181

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G098900	Myb_box2_MYB	3.7409	-952	-947
GohirD04G098900	Nac_box_NAC	3.6984	-519	-514
GohirD04G098900	HSE1_HSF	0.9654	-679	-672
GohirD04G098900	HSE1_HSF	0.9654	-310	-303
GohirD04G098900	Myb_box5_MYB	2.0709	-746	-741
GohirD04G098900	G_box2_bZIP	3.0209	-987	-982

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G101400	DREB_AP2_EREBP	2.5224	-835	-830
GohirD04G101400	W_box_WRKY	1.2880	-620	-615
GohirD04G101400	Myb_box5_MYB	1.8427	-361	-356
GohirD04G101400	Myb_box5_MYB	1.8427	-897	-892
GohirD04G101400	Myb_box5_MYB	1.8427	-791	-786
GohirD04G101400	AuxRE_ARF	2.6080	-632	-627
GohirD04G101400	Myb_box3_MYB	1.9793	-253	-248
GohirD04G101400	Myb_box1_MYB	1.2658	-253	-248
GohirD04G101400	HSE1_HSF	1.4507	-751	-744

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G107900	Myb_box1_MYB	2.6144	-722	-717
GohirD04G107900	Myb_box1_MYB	2.6144	-535	-530
GohirD04G107900	HSE1_HSF	0.5076	-497	-490
GohirD04G107900	HSE1_HSF	0.5076	-91	-84
GohirD04G107900	AuxRE_ARF	3.1908	-887	-882
GohirD04G107900	Myb_box5_MYB	2.5498	-722	-717
GohirD04G107900	Myb_box5_MYB	2.5498	-535	-530

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD04G119100	Myb_box1_MYB	2.6505	-256	-251
GohirD04G119100	Myb_box5_MYB	2.5751	-256	-251
GohirD04G119100	Myb_box5_MYB	2.5751	-517	-512
GohirD04G119100	HSE1_HSF	0.5522	-460	-453
